# y z Ft
-4.0000000000000002e-01 -4.0000000000000002e-01 0.0000000000000000e+00
-3.9466666666666672e-01 -4.0000000000000002e-01 -1.2659984466617888e-04
-3.8933333333333336e-01 -4.0000000000000002e-01 -2.8656192539036249e-04
-3.8400000000000001e-01 -4.0000000000000002e-01 -4.6991708212663902e-04
-3.7866666666666671e-01 -4.0000000000000002e-01 -6.6782816827491698e-04
-3.7333333333333335e-01 -4.0000000000000002e-01 -8.7266614755120977e-04
-3.6800000000000005e-01 -4.0000000000000002e-01 -1.0780194371084904e-03
-3.6266666666666669e-01 -4.0000000000000002e-01 -1.2786539125772024e-03
-3.5733333333333334e-01 -4.0000000000000002e-01 -1.4704379690565089e-03
-3.5200000000000004e-01 -4.0000000000000002e-01 -1.6502443964369175e-03
-3.4666666666666668e-01 -4.0000000000000002e-01 -1.8158385409530703e-03
-3.4133333333333332e-01 -4.0000000000000002e-01 -1.9657602533037196e-03
-3.3600000000000002e-01 -4.0000000000000002e-01 -2.0992054352298190e-03
-3.3066666666666666e-01 -4.0000000000000002e-01 -2.2159115616298387e-03
-3.2533333333333336e-01 -4.0000000000000002e-01 -2.3160503468386330e-03
-3.2000000000000001e-01 -4.0000000000000002e-01 -2.4001297164193479e-03
-3.1466666666666665e-01 -4.0000000000000002e-01 -2.4689064165155363e-03
-3.0933333333333335e-01 -4.0000000000000002e-01 -2.5233099201580384e-03
-3.0400000000000005e-01 -4.0000000000000002e-01 -2.5643777543660354e-03
-2.9866666666666669e-01 -4.0000000000000002e-01 -2.5932019555460410e-03
-2.9333333333333333e-01 -4.0000000000000002e-01 -2.6108860472766164e-03
-2.8799999999999998e-01 -4.0000000000000002e-01 -2.6185117092565042e-03
-2.8266666666666668e-01 -4.0000000000000002e-01 -2.6171141555729424e-03
-2.7733333333333338e-01 -4.0000000000000002e-01 -2.6076651524098429e-03
-2.7199999999999996e-01 -4.0000000000000002e-01 -2.5910625689861901e-03
-2.6666666666666666e-01 -4.0000000000000002e-01 -2.5681253611672186e-03
-2.6133333333333336e-01 -4.0000000000000002e-01 -2.5395929261721770e-03
-2.5600000000000001e-01 -4.0000000000000002e-01 -2.5061278314614660e-03
-2.5066666666666665e-01 -4.0000000000000002e-01 -2.4683210045019490e-03
-2.4533333333333332e-01 -4.0000000000000002e-01 -2.4266985668252752e-03
-2.3999999999999999e-01 -4.0000000000000002e-01 -2.3817296005529472e-03
-2.3466666666666669e-01 -4.0000000000000002e-01 -2.3338342440439911e-03
-2.2933333333333331e-01 -4.0000000000000002e-01 -2.2833916218864070e-03
-2.2399999999999998e-01 -4.0000000000000002e-01 -2.2307472200847177e-03
-2.1866666666666668e-01 -4.0000000000000002e-01 -2.1762194175450325e-03
-2.1333333333333335e-01 -4.0000000000000002e-01 -2.1201049778963900e-03
-2.0800000000000002e-01 -4.0000000000000002e-01 -2.0626833898517629e-03
-2.0266666666666666e-01 -4.0000000000000002e-01 -2.0042200186665016e-03
-1.9733333333333333e-01 -4.0000000000000002e-01 -1.9449680951355013e-03
-1.9200000000000000e-01 -4.0000000000000002e-01 -1.8851696216597995e-03
-1.8666666666666665e-01 -4.0000000000000002e-01 -1.8250553171794050e-03
-1.8133333333333335e-01 -4.0000000000000002e-01 -1.7648437544407695e-03
-1.7599999999999999e-01 -4.0000000000000002e-01 -1.7047398645937465e-03
-1.7066666666666666e-01 -4.0000000000000002e-01 -1.6449329961288946e-03
-1.6533333333333333e-01 -4.0000000000000002e-01 -1.5855947184600120e-03
-1.6000000000000000e-01 -4.0000000000000002e-01 -1.5268765559379690e-03
-1.5466666666666665e-01 -4.0000000000000002e-01 -1.4689078267525705e-03
-1.4933333333333332e-01 -4.0000000000000002e-01 -1.4117937441044095e-03
-1.4399999999999999e-01 -4.0000000000000002e-01 -1.3556139153126662e-03
-1.3866666666666666e-01 -4.0000000000000002e-01 -1.3004213492834955e-03
-1.3333333333333333e-01 -4.0000000000000002e-01 -1.2462420551044588e-03
-1.2799999999999997e-01 -4.0000000000000002e-01 -1.1930752855281233e-03
-1.2266666666666666e-01 -4.0000000000000002e-01 -1.1408944497883298e-03
-1.1733333333333332e-01 -4.0000000000000002e-01 -1.0896486915117584e-03
-1.1199999999999999e-01 -4.0000000000000002e-01 -1.0392651003189723e-03
-1.0666666666666665e-01 -4.0000000000000002e-01 -9.8965150082857938e-04
-1.0133333333333333e-01 -4.0000000000000002e-01 -9.4069974085297188e-04
-9.5999999999999988e-02 -4.0000000000000002e-01 -8.9228938215373834e-04
-9.0666666666666659e-02 -4.0000000000000002e-01 -8.4429168263484074e-04
-8.5333333333333317e-02 -4.0000000000000002e-01 -7.9657374858858551e-04
-7.9999999999999988e-02 -4.0000000000000002e-01 -7.4900272974032201e-04
-7.4666666666666645e-02 -4.0000000000000002e-01 -7.0144992840011420e-04
